productId,productName,productType,categoryName,baseUnitAbbreviation,variantId,variantName,image,sku,price,costPrice,attributeType,taxCategory,lowStockThreshold
kln-prod-tapsilog,Tapsilog,PHYSICAL_GOOD,Silog Meals,pcs,kln-var-tapsilog-reg,Regular Tapsilog,https://images.unsplash.com/photo-1626804475297-41608ea09aeb?auto=format&fit=crop&q=80&w=600,KNL-TAPS-REG,135,48,UNSPECIFIED,STANDARD,10
kln-prod-tapsilog,Tapsilog,PHYSICAL_GOOD,Silog Meals,pcs,kln-var-tapsilog-xl,XL Tapsilog (2 eggs),https://images.unsplash.com/photo-1626804475297-41608ea09aeb?auto=format&fit=crop&q=80&w=600,KNL-TAPS-XL,165,62,PORTION,STANDARD,10
kln-prod-longsilog,Longsilog,PHYSICAL_GOOD,Silog Meals,pcs,kln-var-longsilog-reg,Regular Longsilog,https://images.unsplash.com/photo-1565299585323-38d6b0865b47?auto=format&fit=crop&q=80&w=600,KNL-LNGS-REG,125,42,UNSPECIFIED,STANDARD,10
kln-prod-longsilog,Longsilog,PHYSICAL_GOOD,Silog Meals,pcs,kln-var-longsilog-xl,XL Longsilog (2 eggs),https://images.unsplash.com/photo-1565299585323-38d6b0865b47?auto=format&fit=crop&q=80&w=600,KNL-LNGS-XL,155,56,PORTION,STANDARD,10
kln-prod-bangsilog,Bangsilog,PHYSICAL_GOOD,Silog Meals,pcs,kln-var-bangsilog,Bangsilog (Boneless),https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?auto=format&fit=crop&q=80&w=600,KNL-BNGS,145,55,UNSPECIFIED,STANDARD,10
kln-prod-tocilog,Tocilog,PHYSICAL_GOOD,Silog Meals,pcs,kln-var-tocilog,Tocilog,https://images.unsplash.com/photo-1546069901-ba9599a7e63c?auto=format&fit=crop&q=80&w=600,KNL-TOCI,120,39,UNSPECIFIED,STANDARD,10
kln-prod-sisig,Sisig sa Sizzling Plate,PHYSICAL_GOOD,Rice Toppings,pcs,kln-var-sisig-reg,Sisig (Regular),https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?auto=format&fit=crop&q=80&w=600,KNL-SISIG-REG,185,68,UNSPECIFIED,STANDARD,8
kln-prod-sisig,Sisig sa Sizzling Plate,PHYSICAL_GOOD,Rice Toppings,pcs,kln-var-sisig-spicy,Sisig (Spicy),https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?auto=format&fit=crop&q=80&w=600,KNL-SISIG-SPC,185,68,FLAVOR,STANDARD,8
kln-prod-kare-kare,Kare-Kare,PHYSICAL_GOOD,Rice Toppings,pcs,kln-var-kare-kare-solo,Solo Kare-Kare,https://images.unsplash.com/photo-1547592180-85f173990554?auto=format&fit=crop&q=80&w=600,KNL-KARE-SOLO,225,92,PORTION,STANDARD,5
kln-prod-kare-kare,Kare-Kare,PHYSICAL_GOOD,Rice Toppings,pcs,kln-var-kare-kare-sharing,Sharing Kare-Kare (3-4 pax),https://images.unsplash.com/photo-1547592180-85f173990554?auto=format&fit=crop&q=80&w=600,KNL-KARE-SHR,680,280,PORTION,STANDARD,3
kln-prod-sinigang,Sinigang na Baboy,PHYSICAL_GOOD,Soups & Nilaga,pcs,kln-var-sinigang-solo,Solo Sinigang,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?auto=format&fit=crop&q=80&w=600,KNL-SING-SOLO,195,75,PORTION,STANDARD,5
kln-prod-sinigang,Sinigang na Baboy,PHYSICAL_GOOD,Soups & Nilaga,pcs,kln-var-sinigang-sharing,Sharing Sinigang (3-4 pax),https://images.unsplash.com/photo-1555939594-58d7cb561ad1?auto=format&fit=crop&q=80&w=600,KNL-SING-SHR,580,220,PORTION,STANDARD,3
kln-prod-nilaga,Bulalo / Nilagang Baka,PHYSICAL_GOOD,Soups & Nilaga,pcs,kln-var-bulalo-solo,Solo Bulalo,https://images.unsplash.com/photo-1481931098730-318b6f776db0?auto=format&fit=crop&q=80&w=600,KNL-BULA-SOLO,325,130,PORTION,STANDARD,3
kln-prod-nilaga,Bulalo / Nilagang Baka,PHYSICAL_GOOD,Soups & Nilaga,pcs,kln-var-bulalo-sharing,Sharing Bulalo (2-3 pax),https://images.unsplash.com/photo-1481931098730-318b6f776db0?auto=format&fit=crop&q=80&w=600,KNL-BULA-SHR,780,320,PORTION,STANDARD,2
kln-prod-inihaw-liempo,Inihaw na Liempo,PHYSICAL_GOOD,Grilled & Inihaw,pcs,kln-var-liempo-1pc,1 pc Liempo,https://images.unsplash.com/photo-1529042410759-befb1204b468?auto=format&fit=crop&q=80&w=600,KNL-LIEM-1PC,85,32,PORTION,STANDARD,10
kln-prod-inihaw-liempo,Inihaw na Liempo,PHYSICAL_GOOD,Grilled & Inihaw,pcs,kln-var-liempo-3pc,3 pcs Liempo,https://images.unsplash.com/photo-1529042410759-befb1204b468?auto=format&fit=crop&q=80&w=600,KNL-LIEM-3PC,240,90,PORTION,STANDARD,5
kln-prod-inihaw-bangus,Inihaw na Bangus,PHYSICAL_GOOD,Grilled & Inihaw,pcs,kln-var-bangus-whole,Whole Bangus (Boneless),https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?auto=format&fit=crop&q=80&w=600,KNL-IBANGUS,235,98,UNSPECIFIED,STANDARD,5
kln-prod-grilled-squid,Inihaw na Pusit,PHYSICAL_GOOD,Seafood,pcs,kln-var-pusit-order,Order ng Pusit (3 pcs),https://images.unsplash.com/photo-1559847844-5315695dadae?auto=format&fit=crop&q=80&w=600,KNL-PUSIT,220,95,UNSPECIFIED,STANDARD,5
kln-prod-pancit,Pancit Canton,PHYSICAL_GOOD,Merienda & Snacks,pcs,kln-var-pancit-solo,Solo Pancit,https://images.unsplash.com/photo-1569050467447-ce54b3bbc37d?auto=format&fit=crop&q=80&w=600,KNL-PNCT-SOLO,95,32,PORTION,STANDARD,8
kln-prod-pancit,Pancit Canton,PHYSICAL_GOOD,Merienda & Snacks,pcs,kln-var-pancit-bilao,Bilao Pancit (10-12 pax),https://images.unsplash.com/photo-1569050467447-ce54b3bbc37d?auto=format&fit=crop&q=80&w=600,KNL-PNCT-BIL,850,320,PORTION,STANDARD,2
kln-prod-lumpia,Lumpiang Shanghai,PHYSICAL_GOOD,Merienda & Snacks,pcs,kln-var-lumpia-6pc,6 pcs Lumpia,https://images.unsplash.com/photo-1547592166-23ac45744acd?auto=format&fit=crop&q=80&w=600,KNL-LMP-6,85,28,PORTION,STANDARD,10
kln-prod-lumpia,Lumpiang Shanghai,PHYSICAL_GOOD,Merienda & Snacks,pcs,kln-var-lumpia-12pc,12 pcs Lumpia,https://images.unsplash.com/photo-1547592166-23ac45744acd?auto=format&fit=crop&q=80&w=600,KNL-LMP-12,160,52,PORTION,STANDARD,5
kln-prod-softdrink,Softdrink (Canned),PHYSICAL_GOOD,Beverages,ml,kln-var-coke-reg,Coca-Cola Regular (330ml),https://images.unsplash.com/photo-1622483767028-3f66f32aef97?auto=format&fit=crop&q=80&w=600,KNL-COKE-REG,45,22,UNSPECIFIED,STANDARD,24
kln-prod-softdrink,Softdrink (Canned),PHYSICAL_GOOD,Beverages,ml,kln-var-sprite-reg,Sprite Regular (330ml),https://images.unsplash.com/photo-1629203851122-3726ecdf080e?auto=format&fit=crop&q=80&w=600,KNL-SPRT-REG,45,22,UNSPECIFIED,STANDARD,24
kln-prod-juice,Fresh Buko Juice,PHYSICAL_GOOD,Beverages,ml,kln-var-buko-juice,Fresh Buko Juice (16oz),https://images.unsplash.com/photo-1603569283847-aa295f0d016a?auto=format&fit=crop&q=80&w=600,KNL-BUKO-JUS,55,18,UNSPECIFIED,STANDARD,15
kln-prod-halo-halo,Special Halo-Halo,PHYSICAL_GOOD,Desserts,pcs,kln-var-halohalo-reg,Regular Halo-Halo,https://images.unsplash.com/photo-1563805042-7684c019e1cb?auto=format&fit=crop&q=80&w=600,KNL-HALO-REG,95,32,UNSPECIFIED,STANDARD,10
kln-prod-halo-halo,Special Halo-Halo,PHYSICAL_GOOD,Desserts,pcs,kln-var-halohalo-special,Special Halo-Halo (extra toppings),https://images.unsplash.com/photo-1563805042-7684c019e1cb?auto=format&fit=crop&q=80&w=600,KNL-HALO-SPC,135,48,UNSPECIFIED,STANDARD,10
kln-prod-leche-flan,Leche Flan,PHYSICAL_GOOD,Desserts,pcs,kln-var-leche-flan-slice,1 Slice Leche Flan,https://images.unsplash.com/photo-1559622214-f8a9850965bb?auto=format&fit=crop&q=80&w=600,KNL-FLAN-SLC,75,25,PORTION,STANDARD,10
kln-prod-leche-flan,Leche Flan,PHYSICAL_GOOD,Desserts,pcs,kln-var-leche-flan-bilao,Bilao Leche Flan (8 slices),https://images.unsplash.com/photo-1559622214-f8a9850965bb?auto=format&fit=crop&q=80&w=600,KNL-FLAN-BIL,550,180,PORTION,STANDARD,2
kln-prod-extra-rice,Extra Steamed Rice,RAW_MATERIAL,Add-ons & Extras,g,kln-var-extra-rice,Extra Rice (1 cup),https://images.unsplash.com/photo-1516684732162-798a0062be99?auto=format&fit=crop&q=80&w=600,KNL-XRICE,15,4,PORTION,STANDARD,50
kln-prod-extra-egg,Itlog na Maalat / Fried Egg,PHYSICAL_GOOD,Add-ons & Extras,pcs,kln-var-extra-egg,Add Fried Egg,https://images.unsplash.com/photo-1525351484163-7529414344d8?auto=format&fit=crop&q=80&w=600,KNL-XEGG,15,6,UNSPECIFIED,STANDARD,20
kln-prod-bagoong,Bagoong (Side),PHYSICAL_GOOD,Add-ons & Extras,pcs,kln-var-bagoong,Bagoong Side (small),https://images.unsplash.com/photo-1547592180-85f173990554?auto=format&fit=crop&q=80&w=600,KNL-BGOONG,20,7,UNSPECIFIED,STANDARD,15
kln-ing-pork-belly,Raw Pork Belly (Liempo),RAW_MATERIAL,Raw Ingredients,kg,kln-var-raw-liempo,Pork Belly,,KNL-RAW-LIEMPO,0,270,UNSPECIFIED,EXEMPT,3
kln-ing-pork-ground,Ground Pork,RAW_MATERIAL,Raw Ingredients,kg,kln-var-raw-gnd-pork,Ground Pork,,KNL-RAW-GNDPRK,0,240,UNSPECIFIED,EXEMPT,3
kln-ing-beef-shank,Beef Shank (Bulalo cut),RAW_MATERIAL,Raw Ingredients,kg,kln-var-raw-beef-shank,Beef Shank,,KNL-RAW-BFSHANK,0,550,UNSPECIFIED,EXEMPT,2
kln-ing-bangus,Fresh Bangus (Milkfish),RAW_MATERIAL,Raw Ingredients,kg,kln-var-raw-bangus,Fresh Bangus,,KNL-RAW-BANGUS,0,220,UNSPECIFIED,EXEMPT,3
